"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trial_id","trialtype","structure","ans","node","node2","node3","pgroup","include"
"1881","e5m9an7oqe",1,"80%","50%","10%","70%","group",1,0,0,1,"The first student had had a good morning","3_d2","d2","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1882","eao4oubdd7",1,"80%","50%","10%","70%","group",1,0,0,0,"The second student did not attend","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1883","eao4oubdd7",1,"50%","80%","50%","10%","job",0,1,0,0,"The presenter did not present Feature A","2_c3","c3","conjunctive",6,"B","B","B=0","2",FALSE
"1884","eao4oubdd7",1,"80%","50%","10%","70%","cook",1,1,0,0,"The dessert was not on the menu","3_c4","c4","conjunctive",2,"A","A","A=0","3",FALSE
"1885","enpa49qu41",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature B were fine","2_d7","d7","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1886","enpa49qu41",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1887","enpa49qu41",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish was not on the menu","2_c3","c3","conjunctive",6,"B","B","B=0","2",FALSE
"1888","enpa49qu41",1,"50%","80%","50%","10%","group",1,0,0,0,"The second student did not attend","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1889","eoejeydzxm",1,"80%","50%","10%","50%","cook",1,0,0,1,"The dessert was not on the menu","1_d2","d2","disjunctive",2,"A","A","A=0","1",FALSE
"1890","eoejeydzxm",1,"80%","50%","10%","50%","group",1,0,1,1,"The second student attended","1_d3","d3","disjunctive",1,"A","A","A=1","1",TRUE
"1891","eoejeydzxm",1,"50%","80%","50%","10%","cook",0,1,0,1,"The person wanted to eat the main dish","2_d4","d4","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1892","eoejeydzxm",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert was on the menu","3_d7","d7","disjunctive",1,"A","A","A=1","3",TRUE
"1893","eoejeydzxm",1,"50%","80%","50%","10%","group",1,1,1,0,"The first student attended","2_c5","c5","conjunctive",5,"B","B","B=1","2",TRUE
"1894","eyqkq4ugmu",1,"50%","80%","50%","10%","cook",1,1,0,1,"The main dish was not on the menu","2_d6","d6","disjunctive",6,"B","B","B=0","2",FALSE
"1895","eyqkq4ugmu",1,"80%","50%","10%","70%","job",1,0,0,0,"The presenter presented Feature A","3_c2","c2","conjunctive",5,"B","B","B=1","3",FALSE
"1896","eyqkq4ugmu",1,"80%","50%","10%","70%","cook",0,1,0,0,"The person wanted to eat the dessert","3_c3","c3","conjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1897","eyqkq4ugmu",1,"50%","80%","50%","10%","cook",1,0,1,1,"The person wanted to eat the dessert","2_d3","d3","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1898","eyqkq4ugmu",1,"80%","50%","10%","70%","group",1,0,0,1,"The second student had had a good morning","3_d2","d2","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1899","eyqkq4ugmu",1,"80%","50%","10%","50%","job",1,1,1,1,"The presented did not present Feature B","1_d7","d7","disjunctive",2,"A","A","A=0","1",FALSE
"1900","eyqkq4ugmu",1,"50%","80%","50%","10%","group",0,0,0,1,"The second student had not had a good morning","2_d1","d1","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1901","f1y14pss13",1,"80%","50%","10%","50%","cook",0,0,0,1,"The main dish was not on the menu","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
"1902","f1y14pss13",1,"50%","80%","50%","10%","group",0,1,0,1,"The second student attended","2_d4","d4","disjunctive",1,"A","A","A=1","2",FALSE
"1903","f1y14pss13",1,"80%","50%","10%","50%","job",1,0,0,1,"The presenter presented Feature A","1_d2","d2","disjunctive",5,"B","B","B=1","1",FALSE
"1904","f1y14pss13",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish was on the menu","1_d6","d6","disjunctive",5,"B","B","B=1","1",TRUE
"1905","f5scrdse63",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student had not had a good morning","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1906","f5scrdse63",1,"80%","50%","10%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","1_d5","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1907","f5scrdse63",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student had had a good morning","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1908","f5scrdse63",1,"80%","50%","10%","70%","cook",1,0,0,1,"The person did not want to eat the main dish","3_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1909","f5scrdse63",1,"80%","50%","10%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","1_c4","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1910","f5scrdse63",1,"80%","50%","10%","50%","job",0,0,0,0,"The presenter did not present Feature A","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"1911","f5scrdse63",1,"80%","50%","10%","70%","cook",1,0,0,0,"The dessert was not on the menu","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1912","f6hz7gn4y4",1,"80%","50%","10%","50%","cook",1,0,0,1,"The dessert was not on the menu","1_d2","d2","disjunctive",2,"A","A","A=0","1",FALSE
"1913","f6hz7gn4y4",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish was on the menu","2_d7","d7","disjunctive",5,"B","B","B=1","2",TRUE
"1914","f6hz7gn4y4",1,"80%","50%","10%","70%","cook",0,1,0,1,"The main dish was not on the menu","3_d4","d4","disjunctive",6,"B","B","B=0","3",FALSE
"1915","f7rmc1pm6r",1,"80%","50%","10%","70%","group",0,0,0,1,"The first student did not attend","3_d1","d1","disjunctive",6,"B","B","B=0","3",TRUE
"1916","f7rmc1pm6r",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature A were fine","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1917","f7rmc1pm6r",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were fine","1_d4","d4","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1918","f7rmc1pm6r",1,"50%","80%","50%","10%","group",0,1,0,0,"The second student had had a good morning","2_c3","c3","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1919","f7rmc1pm6r",1,"80%","50%","10%","50%","group",1,1,0,0,"The second student had not had a good morning","1_c4","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1920","f7rmc1pm6r",1,"50%","80%","50%","10%","job",1,0,1,1,"The files underlying Feature A were fine","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1921","f7rmc1pm6r",1,"80%","50%","10%","70%","job",0,0,0,0,"The presenter did not present Feature A","3_c1","c1","conjunctive",6,"B","B","B=0","3",TRUE
"1922","fg7dm1686j",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert was on the menu","2_d5","d5","disjunctive",1,"A","A","A=1","2",FALSE
"1923","fg7dm1686j",1,"80%","50%","10%","50%","job",1,0,1,1,"The files underlying Feature A were fine","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1924","fg7dm1686j",1,"80%","50%","10%","70%","group",0,0,0,0,"The second student had had a good morning","3_c1","c1","conjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1925","fg7dm1686j",1,"80%","50%","10%","50%","job",0,0,0,1,"The presenter presented Feature A","1_d1","d1","disjunctive",5,"B","B","B=1","1",FALSE
"1926","fg7dm1686j",1,"50%","80%","50%","10%","group",0,1,0,1,"The first student had had a good morning","2_d4","d4","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1927","fg7dm1686j",1,"80%","50%","10%","50%","cook",1,1,1,0,"The person wanted to eat the main dish","1_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1928","fg7dm1686j",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish was on the menu","1_c4","c4","conjunctive",5,"B","B","B=1","1",TRUE
"1929","fgyq3v7vtb",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student had not had a good morning","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1930","fgyq3v7vtb",1,"80%","50%","10%","70%","job",0,0,0,0,"The files underlying Feature A were corrupted","3_c1","c1","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1931","fgyq3v7vtb",1,"80%","50%","10%","50%","cook",1,0,1,1,"The person did not want to eat the dessert","1_d3","d3","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1932","fgyq3v7vtb",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert was on the menu","2_d5","d5","disjunctive",1,"A","A","A=1","2",FALSE
"1933","fhb4dtgvbk",1,"80%","50%","10%","70%","group",0,1,1,1,"The second student had had a good morning","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1934","fhb4dtgvbk",1,"80%","50%","10%","70%","job",1,0,0,1,"The files underlying Feature A were corrupted","3_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1935","fhb4dtgvbk",1,"80%","50%","10%","50%","job",1,0,0,0,"The presented did not present Feature B","1_c2","c2","conjunctive",2,"A","A","A=0","1",FALSE
"1936","fhb4dtgvbk",1,"80%","50%","10%","70%","group",1,1,0,0,"The first student had not had a good morning","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1937","fhb4dtgvbk",1,"80%","50%","10%","70%","group",1,0,1,1,"The first student had had a good morning","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1938","fhb4dtgvbk",1,"50%","80%","50%","10%","cook",0,0,0,0,"The main dish was not on the menu","2_c1","c1","conjunctive",6,"B","B","B=0","2",TRUE
"1939","fhb4dtgvbk",1,"50%","80%","50%","10%","group",1,1,1,0,"The second student had had a good morning","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1940","fhb4dtgvbk",1,"80%","50%","10%","70%","cook",0,0,0,1,"The main dish was not on the menu","3_d1","d1","disjunctive",6,"B","B","B=0","3",TRUE
"1941","fhoyvtewad",1,"50%","80%","50%","10%","group",0,0,0,0,"The first student had had a good morning","2_c1","c1","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1942","fhoyvtewad",1,"80%","50%","10%","70%","group",0,1,0,1,"The second student attended","3_d4","d4","disjunctive",1,"A","A","A=1","3",FALSE
"1943","fhoyvtewad",1,"80%","50%","10%","70%","cook",1,0,0,1,"The person wanted to eat the dessert","3_d2","d2","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1944","fhoyvtewad",1,"50%","80%","50%","10%","job",0,0,0,1,"The files underlying Feature A were corrupted","2_d1","d1","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1945","fhoyvtewad",1,"80%","50%","10%","50%","job",0,1,0,0,"The files underlying Feature B were corrupted","1_c3","c3","conjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1946","fhoyvtewad",1,"80%","50%","10%","50%","cook",1,1,0,1,"The person did not want to eat the main dish","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1947","fhoyvtewad",1,"50%","80%","50%","10%","cook",1,0,1,1,"The person wanted to eat the main dish","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1948","fhoyvtewad",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the dessert","3_d7","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1949","fn69yhn9p9",1,"50%","80%","50%","10%","cook",0,0,0,1,"The main dish was not on the menu","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1950","fn69yhn9p9",1,"80%","50%","10%","50%","group",1,0,1,1,"The first student had had a good morning","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1951","fn69yhn9p9",1,"80%","50%","10%","70%","job",0,1,1,1,"The files underlying Feature B were fine","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1952","fn69yhn9p9",1,"80%","50%","10%","70%","cook",0,1,0,0,"The main dish was not on the menu","3_c3","c3","conjunctive",6,"B","B","B=0","3",FALSE
"1953","fn69yhn9p9",1,"80%","50%","10%","50%","cook",0,0,0,0,"The person wanted to eat the main dish","1_c1","c1","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1954","fopgmw0zhn",1,"80%","50%","10%","50%","cook",0,0,0,0,"The main dish was not on the menu","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"1955","fopgmw0zhn",1,"80%","50%","10%","70%","group",1,1,0,1,"The first student had not had a good morning","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1956","fopgmw0zhn",1,"80%","50%","10%","70%","job",1,0,0,0,"The presented did not present Feature B","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1957","fopgmw0zhn",1,"80%","50%","10%","70%","cook",0,1,0,0,"The main dish was not on the menu","3_c3","c3","conjunctive",6,"B","B","B=0","3",FALSE
"1958","fopgmw0zhn",1,"50%","80%","50%","10%","cook",1,1,1,0,"The person wanted to eat the dessert","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1959","fopgmw0zhn",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature B were fine","2_d7","d7","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1960","fp4n8r44ta",1,"50%","80%","50%","10%","job",1,0,0,0,"The presented did not present Feature B","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1961","fp4n8r44ta",1,"80%","50%","10%","50%","job",1,0,0,1,"The presenter presented Feature A","1_d2","d2","disjunctive",5,"B","B","B=1","1",FALSE
"1962","fp4n8r44ta",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert was on the menu","2_c5","c5","conjunctive",1,"A","A","A=1","2",TRUE
"1963","fp4n8r44ta",1,"50%","80%","50%","10%","cook",0,0,0,0,"The main dish was not on the menu","2_c1","c1","conjunctive",6,"B","B","B=0","2",TRUE
"1964","fp4n8r44ta",1,"80%","50%","10%","70%","job",1,1,0,1,"The presented presented Feature B","3_d6","d6","disjunctive",1,"A","A","A=1","3",TRUE
"1965","fp4n8r44ta",1,"50%","80%","50%","10%","group",0,0,0,1,"The first student did not attend","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1966","fp4n8r44ta",1,"80%","50%","10%","70%","job",1,1,0,0,"The presenter presented Feature A","3_c4","c4","conjunctive",5,"B","B","B=1","3",TRUE
"1967","fp4n8r44ta",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish was on the menu","2_d7","d7","disjunctive",5,"B","B","B=1","2",TRUE
"1968","fqkhr9hh6c",1,"50%","80%","50%","10%","job",0,0,0,1,"The presenter did not present Feature A","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1969","fqkhr9hh6c",1,"80%","50%","10%","50%","cook",1,1,0,1,"The person did not want to eat the main dish","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1970","fqkhr9hh6c",1,"80%","50%","10%","50%","group",0,0,0,0,"The first student did not attend","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"1971","fqkhr9hh6c",1,"50%","80%","50%","10%","cook",1,0,0,0,"The dessert was not on the menu","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1972","fqkhr9hh6c",1,"80%","50%","10%","70%","cook",0,1,0,1,"The person wanted to eat the main dish","3_d4","d4","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1973","fqkhr9hh6c",1,"80%","50%","10%","50%","job",1,1,0,0,"The presenter presented Feature A","1_c4","c4","conjunctive",5,"B","B","B=1","1",TRUE
"1974","fqkhr9hh6c",1,"50%","80%","50%","10%","job",1,0,0,1,"The files underlying Feature A were corrupted","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1975","fz6ls3b8k7",1,"80%","50%","10%","50%","group",0,0,0,1,"The first student did not attend","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
"1976","fz6ls3b8k7",1,"80%","50%","10%","50%","job",1,1,1,1,"The files underlying Feature A were fine","1_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1977","fz6ls3b8k7",1,"80%","50%","10%","70%","cook",1,0,0,0,"The dessert was not on the menu","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1978","fz6ls3b8k7",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student had had a good morning","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1979","fz6ls3b8k7",1,"80%","50%","10%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d5","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1980","fz6ls3b8k7",1,"50%","80%","50%","10%","group",0,0,0,0,"The first student did not attend","2_c1","c1","conjunctive",6,"B","B","B=0","2",TRUE
"1981","g3ocqwey5l",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1982","g3ocqwey5l",1,"80%","50%","10%","70%","job",1,1,0,1,"The presenter presented Feature A","3_d6","d6","disjunctive",5,"B","B","B=1","3",TRUE
"1983","g3ocqwey5l",1,"80%","50%","10%","70%","group",1,1,1,0,"The first student had had a good morning","3_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1984","g3ocqwey5l",1,"80%","50%","10%","50%","job",0,0,0,0,"The presented did not present Feature B","1_c1","c1","conjunctive",2,"A","A","A=0","1",TRUE
"1985","g3ocqwey5l",1,"50%","80%","50%","10%","cook",1,0,0,0,"The dessert was not on the menu","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1986","g3ocqwey5l",1,"80%","50%","10%","70%","cook",1,0,1,1,"The dessert was not on the menu","3_d3","d3","disjunctive",2,"A","A","A=0","3",FALSE
"1987","g3ocqwey5l",1,"50%","80%","50%","10%","group",0,1,0,1,"The second student did not attend","2_d4","d4","disjunctive",2,"A","A","A=0","2",TRUE
"1988","geabwltqyl",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature A were fine","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1989","geabwltqyl",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1990","geabwltqyl",1,"80%","50%","10%","70%","cook",0,1,1,1,"The person wanted to eat the dessert","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1991","geabwltqyl",1,"80%","50%","10%","70%","job",0,1,0,0,"The presenter did not present Feature A","3_c3","c3","conjunctive",6,"B","B","B=0","3",FALSE
"1992","geabwltqyl",1,"80%","50%","10%","50%","group",0,0,0,1,"The first student did not attend","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
"1993","gedauapbjt",1,"80%","50%","10%","50%","job",0,1,0,1,"The presenter did not present Feature A","1_d4","d4","disjunctive",6,"B","B","B=0","1",FALSE
"1994","gedauapbjt",1,"80%","50%","10%","50%","job",0,0,0,1,"The files underlying Feature A were corrupted","1_d1","d1","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1995","gedauapbjt",1,"50%","80%","50%","10%","job",1,0,0,1,"The presented did not present Feature B","2_d2","d2","disjunctive",2,"A","A","A=0","2",FALSE
"1996","gedauapbjt",1,"80%","50%","10%","70%","cook",1,0,0,0,"The dessert was on the menu","3_c2","c2","conjunctive",1,"A","A","A=1","3",TRUE
"1997","gedauapbjt",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish was not on the menu","1_d6","d6","disjunctive",6,"B","B","B=0","1",FALSE
"1998","gedauapbjt",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish was on the menu","1_d7","d7","disjunctive",5,"B","B","B=1","1",TRUE
"1999","gj9ycyykmv",1,"50%","80%","50%","10%","group",1,1,1,1,"The first student had had a good morning","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"2000","gj9ycyykmv",1,"80%","50%","10%","70%","cook",1,1,0,0,"The person did not want to eat the main dish","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"2001","gj9ycyykmv",1,"80%","50%","10%","50%","job",0,0,0,1,"The files underlying Feature A were corrupted","1_d1","d1","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"2002","gj9ycyykmv",1,"50%","80%","50%","10%","group",0,1,0,0,"The second student had not had a good morning","2_c3","c3","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"2003","h9fdk9fzoa",1,"80%","50%","10%","70%","job",1,1,0,1,"The files underlying Feature A were fine","3_d6","d6","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"2004","h9fdk9fzoa",1,"80%","50%","10%","70%","group",0,0,0,0,"The first student attended","3_c1","c1","conjunctive",5,"B","B","B=1","3",FALSE
"2005","h9fdk9fzoa",1,"80%","50%","10%","70%","job",0,1,1,1,"The files underlying Feature A were fine","3_d5","d5","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"2006","h9fdk9fzoa",1,"80%","50%","10%","50%","cook",0,1,0,0,"The main dish was on the menu","1_c3","c3","conjunctive",5,"B","B","B=1","1",TRUE
"2007","h9fdk9fzoa",1,"80%","50%","10%","70%","group",1,0,0,1,"The first student attended","3_d2","d2","disjunctive",5,"B","B","B=1","3",FALSE
"2008","h9fdk9fzoa",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish was on the menu","2_d7","d7","disjunctive",5,"B","B","B=1","2",TRUE
"2009","hjouzfulh2",1,"80%","50%","10%","50%","group",1,0,0,1,"The first student had not had a good morning","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"2010","hjouzfulh2",1,"80%","50%","10%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"2011","hjouzfulh2",1,"80%","50%","10%","50%","job",1,1,1,0,"The files underlying Feature A were fine","1_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"2012","hjouzfulh2",1,"80%","50%","10%","70%","job",1,0,1,1,"The files underlying Feature A were fine","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"2013","hjouzfulh2",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student had not had a good morning","1_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"2014","hjouzfulh2",1,"50%","80%","50%","10%","cook",0,0,0,1,"The person wanted to eat the main dish","2_d1","d1","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"2015","hkju95autq",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish was on the menu","1_d7","d7","disjunctive",5,"B","B","B=1","1",TRUE
"2016","hkju95autq",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish was not on the menu","2_c3","c3","conjunctive",6,"B","B","B=0","2",FALSE
"2017","hkju95autq",1,"80%","50%","10%","70%","cook",0,0,0,1,"The main dish was not on the menu","3_d1","d1","disjunctive",6,"B","B","B=0","3",TRUE
"2018","hkju95autq",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the dessert","2_d6","d6","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"2019","hkju95autq",1,"50%","80%","50%","10%","job",1,1,1,0,"The files underlying Feature B were fine","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"2020","hkju95autq",1,"80%","50%","10%","70%","job",0,1,1,1,"The files underlying Feature B were fine","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"2021","hkju95autq",1,"80%","50%","10%","50%","group",1,0,0,1,"The first student had not had a good morning","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"2022","hpchhja04v",1,"50%","80%","50%","10%","job",1,1,0,1,"The presenter did not present Feature A","2_d6","d6","disjunctive",6,"B","B","B=0","2",FALSE
"2023","hpchhja04v",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were corrupted","1_d4","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"2024","hpchhja04v",1,"80%","50%","10%","70%","cook",0,1,0,0,"The person wanted to eat the main dish","3_c3","c3","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"2025","hpchhja04v",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the dessert","3_d7","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"2026","hpchhja04v",1,"50%","80%","50%","10%","group",1,1,0,0,"The first student had not had a good morning","2_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"2027","hxznbc7hq8",1,"80%","50%","10%","70%","group",1,0,1,1,"The second student did not attend","3_d3","d3","disjunctive",2,"A","A","A=0","3",FALSE
"2028","hxznbc7hq8",1,"80%","50%","10%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d5","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"2029","hxznbc7hq8",1,"80%","50%","10%","70%","cook",1,1,0,1,"The person did not want to eat the dessert","3_d6","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"2030","hxznbc7hq8",1,"50%","80%","50%","10%","cook",1,1,1,1,"The person did not want to eat the dessert","2_d7","d7","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"2031","hxznbc7hq8",1,"80%","50%","10%","50%","cook",0,1,0,0,"The dessert was on the menu","1_c3","c3","conjunctive",1,"A","A","A=1","1",FALSE
"2032","j6mhznzjjf",1,"80%","50%","10%","70%","group",1,1,1,1,"The second student attended","3_d7","d7","disjunctive",1,"A","A","A=1","3",TRUE
"2033","j6mhznzjjf",1,"80%","50%","10%","70%","group",1,1,0,0,"The second student had not had a good morning","3_c4","c4","conjunctive",4,"Au","Au=0","Au=0","3",TRUE
"2034","j6mhznzjjf",1,"80%","50%","10%","70%","job",1,1,0,1,"The files underlying Feature A were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"2035","j6mhznzjjf",1,"80%","50%","10%","70%","group",1,0,0,0,"The second student did not attend","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"2036","j6mhznzjjf",1,"80%","50%","10%","70%","cook",0,1,0,0,"The main dish was not on the menu","3_c3","c3","conjunctive",6,"B","B","B=0","3",FALSE
"2037","jcraknhzk2",1,"50%","80%","50%","10%","cook",1,0,1,1,"The person wanted to eat the main dish","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"2038","jcraknhzk2",1,"80%","50%","10%","70%","group",1,0,0,0,"The first student attended","3_c2","c2","conjunctive",5,"B","B","B=1","3",FALSE
"2039","jcraknhzk2",1,"80%","50%","10%","50%","group",1,1,1,1,"The first student had had a good morning","1_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"2040","jcraknhzk2",1,"80%","50%","10%","70%","group",0,1,0,0,"The second student had had a good morning","3_c3","c3","conjunctive",3,"Au","Au=1","Au=1","3",TRUE
