"","subject_id","trial_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans","node","node2","node3","pgroup","include","sampled_variable","Observed"
"2334","tkgaabns4l","1_c4",0,"10%","50%","80%","50%","cook",1,1,0,0,"The person did not want to eat the main dish","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"A=1","FALSE"
"2335","tkgaabns4l","1_d6",1,"80%","50%","10%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"2336","tkgaabns4l","1_d7",0,"10%","50%","80%","50%","group",1,1,1,1,"The first student attended","d7","disjunctive",1,"A","A","A=1","1",TRUE,"Au=1","TRUE"
"2337","tkgaabns4l","2_d1",0,"50%","10%","50%","80%","cook",0,0,0,1,"The dessert was not on the menu","d1","disjunctive",6,"B","B","B=0","2",TRUE,"B=0","TRUE"
"2338","tkgaabns4l","2_d2",1,"50%","80%","50%","10%","group",1,0,0,1,"The first student had not had a good morning","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"2339","tkgaabns4l","2_d3",0,"50%","10%","50%","80%","cook",0,1,1,1,"The dessert was on the menu","d3","disjunctive",5,"B","B","B=1","2",TRUE,"Bu=1","TRUE"
"2340","tkgaabns4l","3_c5",0,"10%","70%","80%","50%","cook",1,1,1,0,"The main dish was on the menu","c5","conjunctive",1,"A","A","A=1","3",TRUE,"Au=0","TRUE"
"2341","tkgaabns4l","3_d3",1,"80%","50%","10%","70%","job",1,0,1,1,"The presenter presented Feature A","d3","disjunctive",5,"B","B","B=1","3",FALSE,"Bu=1","TRUE"
"2342","tkgaabns4l","3_d4",1,"80%","50%","10%","70%","group",0,1,0,1,"The second student had not had a good morning","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"B=1","FALSE"
"2343","tnxynzo1q7","1_c1",1,"80%","50%","10%","50%","cook",0,0,0,0,"The person wanted to eat the main dish","c1","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=0","FALSE"
"2344","tnxynzo1q7","1_d5",0,"10%","50%","80%","50%","group",1,0,1,1,"The first student had had a good morning","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=1","FALSE"
"2345","tnxynzo1q7","2_d1",0,"50%","10%","50%","80%","cook",0,0,0,1,"The dessert was not on the menu","d1","disjunctive",6,"B","B","B=0","2",TRUE,"Au=0","TRUE"
"2346","tnxynzo1q7","2_d4",0,"50%","10%","50%","80%","cook",1,0,0,1,"The person wanted to eat the dessert","d4","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Au=0","FALSE"
"2347","tnxynzo1q7","2_d6",1,"50%","80%","50%","10%","group",1,1,0,1,"The first student had not had a good morning","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"2348","tnxynzo1q7","3_c3",0,"10%","70%","80%","50%","cook",1,0,0,0,"The person wanted to eat the dessert","c3","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Au=0","FALSE"
"2349","tnxynzo1q7","3_c3",0,"10%","70%","80%","50%","cook",1,0,0,0,"The person wanted to eat the dessert","c3","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"2352","tnxynzo1q7","3_c4",1,"80%","50%","10%","70%","cook",1,1,0,0,"The person did not want to eat the main dish","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"2353","tnxynzo1q7","3_c5",1,"80%","50%","10%","70%","job",1,1,1,0,"The presenter presented Feature A","c5","conjunctive",5,"B","B","B=1","3",TRUE,"A=1","TRUE"
"2354","tnxynzo1q7","3_d2",0,"10%","70%","80%","50%","cook",0,1,0,1,"The person wanted to eat the main dish","d2","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"2355","tnxynzo1q7","3_d5",1,"80%","50%","10%","70%","job",0,1,1,1,"The files underlying Feature B were fine","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"A=1","FALSE"
"2356","tnxynzo1q7","3_d7",1,"80%","50%","10%","70%","job",1,1,1,1,"The presenter presented Feature A","d7","disjunctive",5,"B","B","B=1","3",TRUE,"Au=1","TRUE"
"2357","tu2a975pet","1_d3",1,"80%","50%","10%","50%","job",1,0,1,1,"The presenter presented Feature A","d3","disjunctive",5,"B","B","B=1","1",FALSE,"Bu=0","TRUE"
"2358","tu2a975pet","1_d4",1,"80%","50%","10%","50%","cook",0,1,0,1,"The main dish was not on the menu","d4","disjunctive",6,"B","B","B=0","1",FALSE,"A=1","TRUE"
"2359","tu2a975pet","2_c2",1,"50%","80%","50%","10%","group",1,0,0,0,"The second student had not had a good morning","c2","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"A=0","FALSE"
"2360","tu2a975pet","2_c3",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish was not on the menu","c3","conjunctive",6,"B","B","B=0","2",FALSE,"Au=0","TRUE"
"2361","tu2a975pet","2_c4",1,"50%","80%","50%","10%","group",1,1,0,0,"The second student had not had a good morning","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"B=1","FALSE"
"2362","tu2a975pet","2_c5",0,"50%","10%","50%","80%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=0","FALSE"
"2363","tu2a975pet","2_d2",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish was on the menu","d2","disjunctive",5,"B","B","B=1","2",FALSE,"Bu=0","TRUE"
"2364","tu2a975pet","2_d7",0,"50%","10%","50%","80%","job",1,1,1,1,"The files underlying Feature A were fine","d7","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Bu=1","FALSE"
"2365","tu2a975pet","3_c1",0,"10%","70%","80%","50%","cook",0,0,0,0,"The dessert was not on the menu","c1","conjunctive",6,"B","B","B=0","3",TRUE,"B=1","TRUE"
"2366","tu2a975pet","3_d1",1,"80%","50%","10%","70%","job",0,0,0,1,"The files underlying Feature A were corrupted","d1","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"2367","tu2a975pet","3_d3",0,"10%","70%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"2368","tu2a975pet","3_d6",1,"80%","50%","10%","70%","cook",1,1,0,1,"The person did not want to eat the main dish","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"2369","tu9rfbsxr8","1_c1",1,"80%","50%","10%","50%","group",0,0,0,0,"The second student did not attend","c1","conjunctive",2,"A","A","A=0","1",TRUE,"A=0","TRUE"
"2370","tu9rfbsxr8","1_c2",0,"10%","50%","80%","50%","cook",0,1,0,0,"The main dish was not on the menu","c2","conjunctive",2,"A","A","A=0","1",TRUE,"A=0","TRUE"
"2371","tu9rfbsxr8","1_c2",0,"10%","50%","80%","50%","cook",0,1,0,0,"The main dish was not on the menu","c2","conjunctive",2,"A","A","A=0","1",TRUE,"Au=0","TRUE"
"2374","tu9rfbsxr8","2_c5",1,"50%","80%","50%","10%","job",1,1,1,0,"The files underlying Feature B were fine","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2375","tu9rfbsxr8","2_d2",0,"50%","10%","50%","80%","job",0,1,0,1,"The files underlying Feature B were corrupted","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"2376","tu9rfbsxr8","2_d4",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Bu=1","FALSE"
"2377","tu9rfbsxr8","2_d5",0,"50%","10%","50%","80%","cook",1,0,1,1,"The person wanted to eat the main dish","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2378","tu9rfbsxr8","3_c4",1,"80%","50%","10%","70%","cook",1,1,0,0,"The person did not want to eat the main dish","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Au=0","FALSE"
"2379","tu9rfbsxr8","3_d1",0,"10%","70%","80%","50%","job",0,0,0,1,"The presenter did not present Feature A","d1","disjunctive",2,"A","A","A=0","3",TRUE,"A=0","TRUE"
"2380","tu9rfbsxr8","3_d3",0,"10%","70%","80%","50%","group",0,1,1,1,"The second student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"2381","tu9rfbsxr8","3_d6",0,"10%","70%","80%","50%","group",1,1,0,1,"The second student had not had a good morning","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Au=0","FALSE"
"2382","tu9rfbsxr8","3_d7",1,"80%","50%","10%","70%","group",1,1,1,1,"The first student had had a good morning","d7","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"B=1","FALSE"
"2383","tz0cxc1anp","1_d3",1,"80%","50%","10%","50%","cook",1,0,1,1,"The person did not want to eat the main dish","d3","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"B=1","FALSE"
"2384","tz0cxc1anp","2_c1",0,"50%","10%","50%","80%","cook",0,0,0,0,"The person wanted to eat the main dish","c1","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2385","tz0cxc1anp","2_c2",0,"50%","10%","50%","80%","group",0,1,0,0,"The second student attended","c2","conjunctive",5,"B","B","B=1","2",TRUE,"Bu=0","TRUE"
"2386","tz0cxc1anp","2_c3",0,"50%","10%","50%","80%","job",1,0,0,0,"The files underlying Feature A were fine","c3","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Bu=0","FALSE"
"2387","tz0cxc1anp","2_d4",0,"50%","10%","50%","80%","cook",1,0,0,1,"The dessert was not on the menu","d4","disjunctive",6,"B","B","B=0","2",TRUE,"Bu=1","TRUE"
"2388","tz0cxc1anp","2_d5",1,"50%","80%","50%","10%","job",0,1,1,1,"The presenter did not present Feature A","d5","disjunctive",6,"B","B","B=0","2",FALSE,"B=1","TRUE"
"2389","tz0cxc1anp","2_d6",0,"50%","10%","50%","80%","cook",1,1,0,1,"The dessert was on the menu","d6","disjunctive",5,"B","B","B=1","2",TRUE,"Bu=1","TRUE"
"2390","tz0cxc1anp","2_d7",1,"50%","80%","50%","10%","cook",1,1,1,1,"The dessert was not on the menu","d7","disjunctive",2,"A","A","A=0","2",FALSE,"B=1","TRUE"
"2391","tz0cxc1anp","3_c4",0,"10%","70%","80%","50%","job",1,1,0,0,"The presenter did not present Feature A","c4","conjunctive",2,"A","A","A=0","3",FALSE,"Bu=0","TRUE"
"2392","tz0cxc1anp","3_c5",0,"10%","70%","80%","50%","cook",1,1,1,0,"The person wanted to eat the main dish","c5","conjunctive",3,"Au","Au=1","Au=1","3",TRUE,"A=1","FALSE"
"2393","tz0cxc1anp","3_d1",0,"10%","70%","80%","50%","job",0,0,0,1,"The presenter did not present Feature A","d1","disjunctive",2,"A","A","A=0","3",TRUE,"A=0","TRUE"
"2394","tz0cxc1anp","3_d2",0,"10%","70%","80%","50%","group",0,1,0,1,"The first student had not had a good morning","d2","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Au=1","FALSE"
"2395","u8hpy5hlf0","1_c1",1,"80%","50%","10%","50%","cook",0,0,0,0,"The main dish was not on the menu","c1","conjunctive",6,"B","B","B=0","1",TRUE,"Au=1","TRUE"
"2396","u8hpy5hlf0","1_c3",0,"10%","50%","80%","50%","cook",1,0,0,0,"The person did not want to eat the main dish","c3","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"A=1","FALSE"
"2397","u8hpy5hlf0","1_c3",0,"10%","50%","80%","50%","cook",1,0,0,0,"The person did not want to eat the main dish","c3","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"B=0","FALSE"
"2400","u8hpy5hlf0","1_d3",1,"80%","50%","10%","50%","job",1,0,1,1,"The files underlying Feature A were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"2401","u8hpy5hlf0","2_c4",0,"50%","10%","50%","80%","job",1,1,0,0,"The files underlying Feature A were corrupted","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"B=1","FALSE"
"2402","u8hpy5hlf0","2_c5",1,"50%","80%","50%","10%","group",1,1,1,0,"The second student had had a good morning","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"A=0","FALSE"
"2403","u8hpy5hlf0","2_d1",0,"50%","10%","50%","80%","job",0,0,0,1,"The files underlying Feature A were corrupted","d1","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"A=0","FALSE"
"2404","u8hpy5hlf0","2_d4",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=0","FALSE"
"2405","u8hpy5hlf0","2_d6",0,"50%","10%","50%","80%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=0","FALSE"
"2406","u8hpy5hlf0","3_d2",0,"10%","70%","80%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=1","FALSE"
"2407","u8hpy5hlf0","3_d3",0,"10%","70%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"A=0","FALSE"
"2408","u8hpy5hlf0","3_d7",0,"10%","70%","80%","50%","cook",1,1,1,1,"The person wanted to eat the main dish","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"A=1","FALSE"
"2409","uemb2xohma","1_c1",1,"80%","50%","10%","50%","group",0,0,0,0,"The first student had not had a good morning","c1","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Au=0","FALSE"
"2410","uemb2xohma","1_d2",1,"80%","50%","10%","50%","cook",1,0,0,1,"The person did not want to eat the main dish","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Au=0","FALSE"
"2411","uemb2xohma","2_c2",0,"50%","10%","50%","80%","group",0,1,0,0,"The first student had not had a good morning","c2","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"B=0","FALSE"
"2412","uemb2xohma","2_c3",0,"50%","10%","50%","80%","job",1,0,0,0,"The files underlying Feature A were corrupted","c3","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=1","FALSE"
"2413","uemb2xohma","2_c4",0,"50%","10%","50%","80%","cook",1,1,0,0,"The person did not want to eat the main dish","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=0","FALSE"
"2414","uemb2xohma","2_d2",0,"50%","10%","50%","80%","job",0,1,0,1,"The files underlying Feature B were corrupted","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"2415","uemb2xohma","2_d3",0,"50%","10%","50%","80%","cook",0,1,1,1,"The person wanted to eat the dessert","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"2416","uemb2xohma","2_d7",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature A were fine","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"2417","uemb2xohma","3_c5",1,"80%","50%","10%","70%","cook",1,1,1,0,"The person did not want to eat the main dish","c5","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"2418","uemb2xohma","3_d1",0,"10%","70%","80%","50%","group",0,0,0,1,"The second student had not had a good morning","d1","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"A=0","FALSE"
"2419","uemb2xohma","3_d5",0,"10%","70%","80%","50%","cook",1,0,1,1,"The person wanted to eat the main dish","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"2420","uemb2xohma","3_d6",0,"10%","70%","80%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Au=0","FALSE"
"2421","ueoc4vu990","1_c3",1,"80%","50%","10%","50%","job",0,1,0,0,"The presenter did not present Feature A","c3","conjunctive",6,"B","B","B=0","1",FALSE,"Au=0","TRUE"
"2422","ueoc4vu990","1_c4",1,"80%","50%","10%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"B=1","FALSE"
"2423","ueoc4vu990","1_d2",0,"10%","50%","80%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"2424","ueoc4vu990","2_c2",1,"50%","80%","50%","10%","job",1,0,0,0,"The presented did not present Feature B","c2","conjunctive",2,"A","A","A=0","2",FALSE,"B=1","TRUE"
"2425","ueoc4vu990","2_d1",0,"50%","10%","50%","80%","cook",0,0,0,1,"The dessert was not on the menu","d1","disjunctive",6,"B","B","B=0","2",TRUE,"Au=0","TRUE"
"2426","ueoc4vu990","2_d2",1,"50%","80%","50%","10%","group",1,0,0,1,"The second student had had a good morning","d2","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2427","ueoc4vu990","2_d3",0,"50%","10%","50%","80%","group",0,1,1,1,"The second student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"2428","ueoc4vu990","2_d5",0,"50%","10%","50%","80%","cook",1,0,1,1,"The person wanted to eat the main dish","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2429","ueoc4vu990","2_d6",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the main dish","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"2430","ueoc4vu990","3_c1",0,"10%","70%","80%","50%","job",0,0,0,0,"The files underlying Feature B were corrupted","c1","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Au=0","FALSE"
"2431","ueoc4vu990","3_c5",1,"80%","50%","10%","70%","job",1,1,1,0,"The presenter presented Feature A","c5","conjunctive",5,"B","B","B=1","3",TRUE,"B=1","TRUE"
"2432","ueoc4vu990","3_d7",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the main dish","d7","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"2433","ukz892fyaw","1_c2",1,"80%","50%","10%","50%","group",1,0,0,0,"The second student had not had a good morning","c2","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"B=1","FALSE"
"2434","ukz892fyaw","1_c5",0,"10%","50%","80%","50%","cook",1,1,1,0,"The person did not want to eat the main dish","c5","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Au=0","FALSE"
"2435","ukz892fyaw","1_d4",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Au=0","FALSE"
"2436","ukz892fyaw","1_d7",0,"10%","50%","80%","50%","job",1,1,1,1,"The files underlying Feature A were fine","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Bu=1","FALSE"
"2437","ukz892fyaw","2_c4",1,"50%","80%","50%","10%","cook",1,1,0,0,"The person did not want to eat the dessert","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=1","FALSE"
"2438","ukz892fyaw","2_d6",0,"50%","10%","50%","80%","group",1,1,0,1,"The first student had not had a good morning","d6","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=0","FALSE"
"2439","ukz892fyaw","3_c1",1,"80%","50%","10%","70%","cook",0,0,0,0,"The person did not want to eat the main dish","c1","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=1","FALSE"
"2440","ukz892fyaw","3_c3",1,"80%","50%","10%","70%","group",0,1,0,0,"The first student had not had a good morning","c3","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"B=0","FALSE"
"2441","ukz892fyaw","3_d1",1,"80%","50%","10%","70%","job",0,0,0,1,"The presented did not present Feature B","d1","disjunctive",2,"A","A","A=0","3",TRUE,"Bu=1","TRUE"
"2442","ukz892fyaw","3_d2",1,"80%","50%","10%","70%","job",1,0,0,1,"The presented presented Feature B","d2","disjunctive",1,"A","A","A=1","3",TRUE,"Bu=1","TRUE"
"2443","ukz892fyaw","3_d3",0,"10%","70%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"2444","ukz892fyaw","3_d5",0,"10%","70%","80%","50%","group",1,0,1,1,"The first student had not had a good morning","d5","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"A=1","FALSE"
"2445","ul57vrz2vs","1_c3",1,"80%","50%","10%","50%","job",0,1,0,0,"The presenter did not present Feature A","c3","conjunctive",6,"B","B","B=0","1",FALSE,"A=1","TRUE"
"2446","ul57vrz2vs","1_d2",0,"10%","50%","80%","50%","group",0,1,0,1,"The second student attended","d2","disjunctive",5,"B","B","B=1","1",TRUE,"Bu=0","TRUE"
"2447","ul57vrz2vs","1_d3",1,"80%","50%","10%","50%","group",1,0,1,1,"The first student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"B=1","FALSE"
"2448","ul57vrz2vs","1_d7",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish was on the menu","d7","disjunctive",5,"B","B","B=1","1",TRUE,"B=1","TRUE"
"2449","ul57vrz2vs","2_c2",1,"50%","80%","50%","10%","job",1,0,0,0,"The files underlying Feature A were fine","c2","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Au=0","FALSE"
"2450","ul57vrz2vs","2_c4",0,"50%","10%","50%","80%","job",1,1,0,0,"The files underlying Feature B were corrupted","c4","conjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=1","FALSE"
"2451","ul57vrz2vs","2_c5",1,"50%","80%","50%","10%","group",1,1,1,0,"The first student had had a good morning","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Au=1","FALSE"
"2452","ul57vrz2vs","2_d5",1,"50%","80%","50%","10%","job",0,1,1,1,"The presenter presented Feature A","d5","disjunctive",5,"B","B","B=1","2",TRUE,"Au=1","TRUE"
"2453","ul57vrz2vs","3_c1",1,"80%","50%","10%","70%","group",0,0,0,0,"The first student attended","c1","conjunctive",5,"B","B","B=1","3",FALSE,"B=1","TRUE"
"2454","ul57vrz2vs","3_d1",0,"10%","70%","80%","50%","group",0,0,0,1,"The second student did not attend","d1","disjunctive",6,"B","B","B=0","3",TRUE,"A=0","TRUE"
"2455","ul57vrz2vs","3_d2",1,"80%","50%","10%","70%","group",1,0,0,1,"The first student attended","d2","disjunctive",5,"B","B","B=1","3",FALSE,"Bu=1","TRUE"
"2456","ul57vrz2vs","3_d6",0,"10%","70%","80%","50%","group",1,1,0,1,"The second student had not had a good morning","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"2457","uoondrtfqd","1_d2",1,"80%","50%","10%","50%","group",1,0,0,1,"The first student had had a good morning","d2","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=0","FALSE"
"2458","uoondrtfqd","1_d5",1,"80%","50%","10%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Bu=1","FALSE"
"2459","uoondrtfqd","2_c2",1,"50%","80%","50%","10%","cook",1,0,0,0,"The person wanted to eat the dessert","c2","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Bu=0","FALSE"
"2460","uoondrtfqd","2_c5",0,"50%","10%","50%","80%","group",1,1,1,0,"The first student had had a good morning","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2461","uoondrtfqd","2_d1",0,"50%","10%","50%","80%","group",0,0,0,1,"The second student did not attend","d1","disjunctive",6,"B","B","B=0","2",TRUE,"B=0","TRUE"
"2462","uoondrtfqd","2_d2",0,"50%","10%","50%","80%","group",0,1,0,1,"The first student did not attend","d2","disjunctive",2,"A","A","A=0","2",TRUE,"Bu=1","TRUE"
"2463","uoondrtfqd","2_d7",0,"50%","10%","50%","80%","job",1,1,1,1,"The presented presented Feature B","d7","disjunctive",5,"B","B","B=1","2",TRUE,"A=1","TRUE"
"2464","uoondrtfqd","3_c1",1,"80%","50%","10%","70%","cook",0,0,0,0,"The dessert was not on the menu","c1","conjunctive",2,"A","A","A=0","3",TRUE,"Au=0","TRUE"
"2465","uoondrtfqd","3_c3",1,"80%","50%","10%","70%","group",0,1,0,0,"The first student did not attend","c3","conjunctive",6,"B","B","B=0","3",FALSE,"A=1","TRUE"
"2466","uoondrtfqd","3_c4",0,"10%","70%","80%","50%","group",1,1,0,0,"The second student had not had a good morning","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"B=1","FALSE"
"2467","uoondrtfqd","3_d3",1,"80%","50%","10%","70%","job",1,0,1,1,"The presenter presented Feature A","d3","disjunctive",5,"B","B","B=1","3",FALSE,"B=1","TRUE"
"2468","uoondrtfqd","3_d6",0,"10%","70%","80%","50%","cook",1,1,0,1,"The person did not want to eat the dessert","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"2469","uy4pjfa832","1_c2",1,"80%","50%","10%","50%","job",1,0,0,0,"The files underlying Feature A were corrupted","c2","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=1","FALSE"
"2470","uy4pjfa832","1_d1",1,"80%","50%","10%","50%","job",0,0,0,1,"The presenter did not present Feature A","d1","disjunctive",6,"B","B","B=0","1",TRUE,"Bu=0","TRUE"
"2471","uy4pjfa832","1_d4",0,"10%","50%","80%","50%","cook",1,0,0,1,"The person did not want to eat the main dish","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Au=0","FALSE"
"2472","uy4pjfa832","2_c2",0,"50%","10%","50%","80%","group",0,1,0,0,"The first student did not attend","c2","conjunctive",2,"A","A","A=0","2",TRUE,"A=0","TRUE"
"2473","uy4pjfa832","2_c4",0,"50%","10%","50%","80%","cook",1,1,0,0,"The person did not want to eat the dessert","c4","conjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"2474","uy4pjfa832","2_d2",0,"50%","10%","50%","80%","group",0,1,0,1,"The second student had not had a good morning","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Au=1","FALSE"
"2475","uy4pjfa832","2_d3",0,"50%","10%","50%","80%","group",0,1,1,1,"The second student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"B=1","FALSE"
"2476","uy4pjfa832","2_d5",0,"50%","10%","50%","80%","group",1,0,1,1,"The first student had had a good morning","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"2477","uy4pjfa832","3_c1",0,"10%","70%","80%","50%","job",0,0,0,0,"The presenter did not present Feature A","c1","conjunctive",2,"A","A","A=0","3",TRUE,"B=0","TRUE"
"2478","uy4pjfa832","3_c5",1,"80%","50%","10%","70%","group",1,1,1,0,"The second student attended","c5","conjunctive",1,"A","A","A=1","3",TRUE,"Bu=1","TRUE"
